dataset,year,variable,label,name
PSID Family-Level,1999,ER14368,DID HD PUT ANY WORK 2 BUS,hd_working_in_2
PSID Family-Level,2001,ER18509,DID HD PUT ANY WORK 2 BUS,hd_working_in_2
PSID Family-Level,2003,ER21877,DID HD PUT ANY WORK 2 BUS,hd_working_in_2
PSID Family-Level,2005,ER25858,DID HD PUT ANY WORK 2 BUS,hd_working_in_2
PSID Family-Level,2007,ER36876,DID HD PUT ANY WORK 2 BUS,hd_working_in_2
PSID Family-Level,2009,ER42867,DID HD PUT ANY WORK 2 BUS,hd_working_in_2
PSID Family-Level,2011,ER48189,DID HD PUT ANY WORK 2 BUS,hd_working_in_2
PSID Family-Level,2013,ER53883,DID HD PUT ANY WORK 2 BUS,hd_working_in_2
PSID Family-Level,2015,ER60942,DID HD PUT ANY WORK 2 BUS,hd_working_in_2
PSID Family-Level,2017,ER66994,DID HD PUT ANY WORK 2 BUS,hd_working_in_2
PSID Family-Level,2019,ER73017,DID HD PUT ANY WORK 2 BUS,hd_working_in_2
PSID Family-Level,1996,ER8226,DID W PUT ANY WORK 2 BUS,w_working_in_2
PSID Family-Level,1997,ER11107,DID W PUT ANY WORK 2 BUS,w_working_in_2
PSID Family-Level,1999,ER14370,DID W PUT ANY WORK 2 BUS,w_working_in_2
PSID Family-Level,2001,ER18511,DID W PUT ANY WORK 2 BUS,w_working_in_2
PSID Family-Level,2003,ER21879,DID W PUT ANY WORK 2 BUS,w_working_in_2
PSID Family-Level,2005,ER25860,DID W PUT ANY WORK 2 BUS,w_working_in_2
PSID Family-Level,2007,ER36878,DID W PUT ANY WORK 2 BUS,w_working_in_2
PSID Family-Level,2009,ER42869,DID W PUT ANY WORK 2 BUS,w_working_in_2
PSID Family-Level,2011,ER48191,DID W PUT ANY WORK 2 BUS,w_working_in_2
PSID Family-Level,2013,ER53885,DID W PUT ANY WORK 2 BUS,w_working_in_2
PSID Family-Level,2015,ER60944,DID W PUT ANY WORK 2 BUS,w_working_in_2
PSID Family-Level,2017,ER66996,DID W PUT ANY WORK 2 BUS,w_working_in_2
PSID Family-Level,2019,ER73019,DID W PUT ANY WORK 2 BUS,w_working_in_2
PSID Family-Level,1994,ER3119,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,1995,ER6119,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,1996,ER8236,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,1997,ER11109,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,1999,ER14372,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,2001,ER18513,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,2003,ER21881,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,2005,ER25862,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,2007,ER36880,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,2009,ER42871,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,2011,ER48193,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,2013,ER53887,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,2015,ER60946,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,2017,ER66998,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,2019,ER73021,2 BUS UNINCORPORATED,unincorporated_2
PSID Family-Level,2003,ER21884,NET INCOME 2 BUS,net_inc_2
PSID Family-Level,2005,ER25865,NET INCOME 2 BUS,net_inc_2
PSID Family-Level,2007,ER36883,NET INCOME 2 BUS,net_inc_2
PSID Family-Level,2009,ER42874,NET INCOME 2 BUS,net_inc_2
PSID Family-Level,2011,ER48196,NET INCOME 2 BUS,net_inc_2
PSID Family-Level,2013,ER53890,NET INCOME 2 BUS,net_inc_2
PSID Family-Level,2015,ER60949,NET INCOME 2 BUS,net_inc_2
PSID Family-Level,2017,ER67001,NET INCOME 2 BUS,net_inc_2
PSID Family-Level,2019,ER73024,NET INCOME 2 BUS,net_inc_2
PSID Family-Level,1995,ER6100,DID HD OWN 3 BUSINESS,hd_own_3
PSID Family-Level,1996,ER8197,DID HD OWN 3 BUSINESS,hd_own_3
PSID Family-Level,1997,ER11113,DID HD OWN 3 BUSINESS,hd_own_3
PSID Family-Level,1999,ER14377,DID HD OWN 3 BUSINESS,hd_own_3
PSID Family-Level,2001,ER18519,DID HD OWN 3 BUSINESS,hd_own_3
PSID Family-Level,2003,ER21887,DID HD OWN 3 BUSINESS,hd_own_3
PSID Family-Level,2005,ER25868,DID HD OWN 3 BUSINESS,hd_own_3
PSID Family-Level,2007,ER36886,DID HD OWN 3 BUSINESS,hd_own_3
PSID Family-Level,2009,ER42877,DID HD OWN 3 BUSINESS,hd_own_3
PSID Family-Level,2011,ER48199,DID HD OWN 3 BUSINESS,hd_own_3
PSID Family-Level,2013,ER53893,DID HD OWN 3 BUSINESS,hd_own_3
PSID Family-Level,2015,ER60952,DID HD OWN 3 BUSINESS,hd_own_3
PSID Family-Level,2017,ER67004,DID HD OWN 3 BUSINESS,hd_own_3
PSID Family-Level,2019,ER73027,DID HD OWN 3 BUSINESS,hd_own_3
PSID Family-Level,1995,ER6105,DID W  OWN 3 BUSINESS,wife_own_3
PSID Family-Level,1996,ER8202,DID W  OWN 3 BUSINESS,wife_own_3
PSID Family-Level,1997,ER11114,DID W  OWN 3 BUSINESS,wife_own_3
PSID Family-Level,1999,ER14378,DID W  OWN 3 BUSINESS,wife_own_3
PSID Family-Level,2001,ER18520,DID W  OWN 3 BUSINESS,wife_own_3
PSID Family-Level,2003,ER21888,DID W  OWN 3 BUSINESS,wife_own_3
PSID Family-Level,2005,ER25869,DID W  OWN 3 BUSINESS,wife_own_3
PSID Family-Level,2007,ER36887,DID W  OWN 3 BUSINESS,wife_own_3
PSID Family-Level,2009,ER42878,DID W  OWN 3 BUSINESS,wife_own_3
PSID Family-Level,2011,ER48200,DID W  OWN 3 BUSINESS,wife_own_3
PSID Family-Level,2013,ER53894,DID W  OWN 3 BUSINESS,wife_own_3
PSID Family-Level,2015,ER60953,DID W  OWN 3 BUSINESS,wife_own_3
PSID Family-Level,2017,ER67005,DID W  OWN 3 BUSINESS,wife_own_3
PSID Family-Level,2019,ER73028,DID W  OWN 3 BUSINESS,wife_own_3
PSID Family-Level,1996,ER8217,DID HD PUT ANY WORK 3 BUS,hd_working_in_3
PSID Family-Level,1997,ER11117,DID HD PUT ANY WORK 3 BUS,hd_working_in_3
PSID Family-Level,1999,ER14381,DID HD PUT ANY WORK 3 BUS,hd_working_in_3
PSID Family-Level,2001,ER18523,DID HD PUT ANY WORK 3 BUS,hd_working_in_3
PSID Family-Level,2003,ER21891,DID HD PUT ANY WORK 3 BUS,hd_working_in_3
PSID Family-Level,2005,ER25872,DID HD PUT ANY WORK 3 BUS,hd_working_in_3
PSID Family-Level,2007,ER36890,DID HD PUT ANY WORK 3 BUS,hd_working_in_3
PSID Family-Level,2009,ER42881,DID HD PUT ANY WORK 3 BUS,hd_working_in_3
PSID Family-Level,2011,ER48203,DID HD PUT ANY WORK 3 BUS,hd_working_in_3
PSID Family-Level,2013,ER53897,DID HD PUT ANY WORK 3 BUS,hd_working_in_3
PSID Family-Level,2015,ER60956,DID HD PUT ANY WORK 3 BUS,hd_working_in_3
PSID Family-Level,2017,ER67008,DID HD PUT ANY WORK 3 BUS,hd_working_in_3
PSID Family-Level,2019,ER73031,DID HD PUT ANY WORK 3 BUS,hd_working_in_3
PSID Family-Level,1996,ER8227,DID W PUT ANY WORK 3 BUS,w_working_in_3
PSID Family-Level,1997,ER11119,DID W PUT ANY WORK 3 BUS,w_working_in_3
PSID Family-Level,1999,ER14383,DID W PUT ANY WORK 3 BUS,w_working_in_3
PSID Family-Level,2001,ER18525,DID W PUT ANY WORK 3 BUS,w_working_in_3
PSID Family-Level,2003,ER21893,DID W PUT ANY WORK 3 BUS,w_working_in_3
PSID Family-Level,2005,ER25874,DID W PUT ANY WORK 3 BUS,w_working_in_3
PSID Family-Level,2007,ER36892,DID W PUT ANY WORK 3 BUS,w_working_in_3
PSID Family-Level,2009,ER42883,DID W PUT ANY WORK 3 BUS,w_working_in_3
PSID Family-Level,2011,ER48205,DID W PUT ANY WORK 3 BUS,w_working_in_3
PSID Family-Level,2013,ER53899,DID W PUT ANY WORK 3 BUS,w_working_in_3
PSID Family-Level,2015,ER60958,DID W PUT ANY WORK 3 BUS,w_working_in_3
PSID Family-Level,2017,ER67010,DID W PUT ANY WORK 3 BUS,w_working_in_3
PSID Family-Level,2019,ER73033,DID W PUT ANY WORK 3 BUS,w_working_in_3
PSID Family-Level,1994,ER3120,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,1995,ER6120,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,1996,ER8237,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,1997,ER11121,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,1999,ER14385,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,2001,ER18527,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,2003,ER21895,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,2005,ER25876,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,2007,ER36894,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,2009,ER42885,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,2011,ER48207,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,2013,ER53901,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,2015,ER60960,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,2017,ER67012,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,2019,ER73035,3 BUS UNINCORPORATED,unincorporated_3
PSID Family-Level,2003,ER21898,NET INCOME 3 BUS,net_inc_3
PSID Family-Level,2005,ER25879,NET INCOME 3 BUS,net_inc_3
PSID Family-Level,2007,ER36897,NET INCOME 3 BUS,net_inc_3
PSID Family-Level,2009,ER42888,NET INCOME 3 BUS,net_inc_3
PSID Family-Level,2011,ER48210,NET INCOME 3 BUS,net_inc_3
PSID Family-Level,2013,ER53904,NET INCOME 3 BUS,net_inc_3
PSID Family-Level,2015,ER60963,NET INCOME 3 BUS,net_inc_3
PSID Family-Level,2017,ER67015,NET INCOME 3 BUS,net_inc_3
PSID Family-Level,2019,ER73038,NET INCOME 3 BUS,net_inc_3
PSID Family-Level,1995,ER6101,DID HD OWN 4 BUSINESS,hd_own_4
PSID Family-Level,1996,ER8198,DID HD OWN 4 BUSINESS,hd_own_4
PSID Family-Level,1997,ER11125,DID HD OWN 4 BUSINESS,hd_own_4
PSID Family-Level,1999,ER14390,DID HD OWN 4 BUSINESS,hd_own_4
PSID Family-Level,2001,ER18533,DID HD OWN 4 BUSINESS,hd_own_4
PSID Family-Level,2003,ER21901,DID HD OWN 4 BUSINESS,hd_own_4
PSID Family-Level,2005,ER25882,DID HD OWN 4 BUSINESS,hd_own_4
PSID Family-Level,2007,ER36900,DID HD OWN 4 BUSINESS,hd_own_4
PSID Family-Level,2009,ER42891,DID HD OWN 4 BUSINESS,hd_own_4
PSID Family-Level,2011,ER48213,DID HD OWN 4 BUSINESS,hd_own_4
PSID Family-Level,2013,ER53907,DID HD OWN 4 BUSINESS,hd_own_4
PSID Family-Level,2015,ER60966,DID HD OWN 4 BUSINESS,hd_own_4
PSID Family-Level,2017,ER67018,DID HD OWN 4 BUSINESS,hd_own_4
PSID Family-Level,2019,ER73041,DID HD OWN 4 BUSINESS,hd_own_4
PSID Family-Level,1995,ER6106,DID W  OWN 4 BUSINESS,wife_own_4
PSID Family-Level,1996,ER8203,DID W  OWN 4 BUSINESS,wife_own_4
PSID Family-Level,1997,ER11126,DID W  OWN 4 BUSINESS,wife_own_4
PSID Family-Level,1999,ER14391,DID W  OWN 4 BUSINESS,wife_own_4
PSID Family-Level,2001,ER18534,DID W  OWN 4 BUSINESS,wife_own_4
PSID Family-Level,2003,ER21902,DID W  OWN 4 BUSINESS,wife_own_4
PSID Family-Level,2005,ER25883,DID W  OWN 4 BUSINESS,wife_own_4
PSID Family-Level,2007,ER36901,DID W  OWN 4 BUSINESS,wife_own_4
PSID Family-Level,2009,ER42892,DID W  OWN 4 BUSINESS,wife_own_4
PSID Family-Level,2011,ER48214,DID W  OWN 4 BUSINESS,wife_own_4
PSID Family-Level,2013,ER53908,DID W  OWN 4 BUSINESS,wife_own_4
PSID Family-Level,2015,ER60967,DID W  OWN 4 BUSINESS,wife_own_4
PSID Family-Level,2017,ER67019,DID W  OWN 4 BUSINESS,wife_own_4
PSID Family-Level,2019,ER73042,DID W  OWN 4 BUSINESS,wife_own_4
PSID Family-Level,1996,ER8218,DID HD PUT ANY WORK 4 BUS,hd_working_in_4
PSID Family-Level,1997,ER11129,DID HD PUT ANY WORK 4 BUS,hd_working_in_4
PSID Family-Level,1999,ER14394,DID HD PUT ANY WORK 4 BUS,hd_working_in_4
PSID Family-Level,2001,ER18537,DID HD PUT ANY WORK 4 BUS,hd_working_in_4
PSID Family-Level,2003,ER21905,DID HD PUT ANY WORK 4 BUS,hd_working_in_4
PSID Family-Level,2005,ER25886,DID HD PUT ANY WORK 4 BUS,hd_working_in_4
PSID Family-Level,2007,ER36904,DID HD PUT ANY WORK 4 BUS,hd_working_in_4
PSID Family-Level,2009,ER42895,DID HD PUT ANY WORK 4 BUS,hd_working_in_4
PSID Family-Level,2011,ER48217,DID HD PUT ANY WORK 4 BUS,hd_working_in_4
PSID Family-Level,2013,ER53911,DID HD PUT ANY WORK 4 BUS,hd_working_in_4
PSID Family-Level,2015,ER60970,DID HD PUT ANY WORK 4 BUS,hd_working_in_4
PSID Family-Level,2017,ER67022,DID HD PUT ANY WORK 4 BUS,hd_working_in_4
PSID Family-Level,2019,ER73045,DID HD PUT ANY WORK 4 BUS,hd_working_in_4
PSID Family-Level,1996,ER8228,DID W PUT ANY WORK 4 BUS,w_working_in_4
PSID Family-Level,1997,ER11131,DID W PUT ANY WORK 4 BUS,w_working_in_4
PSID Family-Level,1999,ER14396,DID W PUT ANY WORK 4 BUS,w_working_in_4
PSID Family-Level,2001,ER18539,DID W PUT ANY WORK 4 BUS,w_working_in_4
PSID Family-Level,2003,ER21907,DID W PUT ANY WORK 4 BUS,w_working_in_4
PSID Family-Level,2005,ER25888,DID W PUT ANY WORK 4 BUS,w_working_in_4
PSID Family-Level,2007,ER36906,DID W PUT ANY WORK 4 BUS,w_working_in_4
PSID Family-Level,2009,ER42897,DID W PUT ANY WORK 4 BUS,w_working_in_4
PSID Family-Level,2011,ER48219,DID W PUT ANY WORK 4 BUS,w_working_in_4
PSID Family-Level,2013,ER53913,DID W PUT ANY WORK 4 BUS,w_working_in_4
PSID Family-Level,2015,ER60972,DID W PUT ANY WORK 4 BUS,w_working_in_4
PSID Family-Level,2017,ER67024,DID W PUT ANY WORK 4 BUS,w_working_in_4
PSID Family-Level,2019,ER73047,DID W PUT ANY WORK 4 BUS,w_working_in_4
PSID Family-Level,1994,ER3121,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,1995,ER6121,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,1996,ER8238,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,1997,ER11133,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,1999,ER14398,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,2001,ER18541,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,2003,ER21909,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,2005,ER25890,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,2007,ER36908,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,2009,ER42899,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,2011,ER48221,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,2013,ER53915,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,2015,ER60974,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,2017,ER67026,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,2019,ER73049,4 BUS UNINCORPORATED,unincorporated_4
PSID Family-Level,2003,ER21912,NET INCOME 4 BUS,net_inc_4
PSID Family-Level,2005,ER25893,NET INCOME 4 BUS,net_inc_4
PSID Family-Level,2007,ER36911,NET INCOME 4 BUS,net_inc_4
PSID Family-Level,2009,ER42902,NET INCOME 4 BUS,net_inc_4
PSID Family-Level,2011,ER48224,NET INCOME 4 BUS,net_inc_4
PSID Family-Level,2013,ER53918,NET INCOME 4 BUS,net_inc_4
PSID Family-Level,2015,ER60977,NET INCOME 4 BUS,net_inc_4
PSID Family-Level,2017,ER67029,NET INCOME 4 BUS,net_inc_4
PSID Family-Level,2019,ER73052,NET INCOME 4 BUS,net_inc_4
PSID Family-Level,1995,ER6102,DID HD OWN 5 BUSINESS,hd_own_5
PSID Family-Level,1996,ER8199,DID HD OWN 5 BUSINESS,hd_own_5
PSID Family-Level,1997,ER11137,DID HD OWN 5 BUSINESS,hd_own_5
PSID Family-Level,1999,ER14403,DID HD OWN 5 BUSINESS,hd_own_5
PSID Family-Level,2001,ER18547,DID HD OWN 5 BUSINESS,hd_own_5
PSID Family-Level,2003,ER21915,DID HD OWN 5 BUSINESS,hd_own_5
PSID Family-Level,2005,ER25896,DID HD OWN 5 BUSINESS,hd_own_5
PSID Family-Level,2007,ER36914,DID HD OWN 5 BUSINESS,hd_own_5
PSID Family-Level,2009,ER42905,DID HD OWN 5 BUSINESS,hd_own_5
PSID Family-Level,2011,ER48227,DID HD OWN 5 BUSINESS,hd_own_5
PSID Family-Level,2013,ER53921,DID HD OWN 5 BUSINESS,hd_own_5
PSID Family-Level,2015,ER60980,DID HD OWN 5 BUSINESS,hd_own_5
PSID Family-Level,2017,ER67032,DID HD OWN 5 BUSINESS,hd_own_5
PSID Family-Level,2019,ER73055,DID HD OWN 5 BUSINESS,hd_own_5
PSID Family-Level,1995,ER6107,DID W  OWN 5 BUSINESS,wife_own_5
PSID Family-Level,1996,ER8204,DID W  OWN 5 BUSINESS,wife_own_5
PSID Family-Level,1997,ER11138,DID W  OWN 5 BUSINESS,wife_own_5
PSID Family-Level,1999,ER14404,DID W  OWN 5 BUSINESS,wife_own_5
PSID Family-Level,2001,ER18548,DID W  OWN 5 BUSINESS,wife_own_5
PSID Family-Level,2003,ER21916,DID W  OWN 5 BUSINESS,wife_own_5
PSID Family-Level,2005,ER25897,DID W  OWN 5 BUSINESS,wife_own_5
PSID Family-Level,2007,ER36915,DID W  OWN 5 BUSINESS,wife_own_5
PSID Family-Level,2009,ER42906,DID W  OWN 5 BUSINESS,wife_own_5
PSID Family-Level,2011,ER48228,DID W  OWN 5 BUSINESS,wife_own_5
PSID Family-Level,2013,ER53922,DID W  OWN 5 BUSINESS,wife_own_5
PSID Family-Level,2015,ER60981,DID W  OWN 5 BUSINESS,wife_own_5
PSID Family-Level,2017,ER67033,DID W  OWN 5 BUSINESS,wife_own_5
PSID Family-Level,2019,ER73056,DID W  OWN 5 BUSINESS,wife_own_5
PSID Family-Level,1996,ER8219,DID HD PUT ANY WORK 5 BUS,hd_working_in_5
PSID Family-Level,1997,ER11141,DID HD PUT ANY WORK 5 BUS,hd_working_in_5
PSID Family-Level,1999,ER14407,DID HD PUT ANY WORK 5 BUS,hd_working_in_5
PSID Family-Level,2001,ER18551,DID HD PUT ANY WORK 5 BUS,hd_working_in_5
PSID Family-Level,2003,ER21919,DID HD PUT ANY WORK 5 BUS,hd_working_in_5
PSID Family-Level,2005,ER25900,DID HD PUT ANY WORK 5 BUS,hd_working_in_5
PSID Family-Level,2007,ER36918,DID HD PUT ANY WORK 5 BUS,hd_working_in_5
PSID Family-Level,2009,ER42909,DID HD PUT ANY WORK 5 BUS,hd_working_in_5
PSID Family-Level,2011,ER48231,DID HD PUT ANY WORK 5 BUS,hd_working_in_5
PSID Family-Level,2013,ER53925,DID HD PUT ANY WORK 5 BUS,hd_working_in_5
PSID Family-Level,2015,ER60984,DID HD PUT ANY WORK 5 BUS,hd_working_in_5
PSID Family-Level,2017,ER67036,DID HD PUT ANY WORK 5 BUS,hd_working_in_5
PSID Family-Level,2019,ER73059,DID HD PUT ANY WORK 5 BUS,hd_working_in_5
PSID Family-Level,1996,ER8229,DID W PUT ANY WORK 5 BUS,w_working_in_5
PSID Family-Level,1997,ER11143,DID W PUT ANY WORK 5 BUS,w_working_in_5
PSID Family-Level,1999,ER14409,DID W PUT ANY WORK 5 BUS,w_working_in_5
PSID Family-Level,2001,ER18553,DID W PUT ANY WORK 5 BUS,w_working_in_5
PSID Family-Level,2003,ER21921,DID W PUT ANY WORK 5 BUS,w_working_in_5
PSID Family-Level,2005,ER25902,DID W PUT ANY WORK 5 BUS,w_working_in_5
PSID Family-Level,2007,ER36920,DID W PUT ANY WORK 5 BUS,w_working_in_5
PSID Family-Level,2009,ER42911,DID W PUT ANY WORK 5 BUS,w_working_in_5
PSID Family-Level,2011,ER48233,DID W PUT ANY WORK 5 BUS,w_working_in_5
PSID Family-Level,2013,ER53927,DID W PUT ANY WORK 5 BUS,w_working_in_5
PSID Family-Level,2015,ER60986,DID W PUT ANY WORK 5 BUS,w_working_in_5
PSID Family-Level,2017,ER67038,DID W PUT ANY WORK 5 BUS,w_working_in_5
PSID Family-Level,2019,ER73061,DID W PUT ANY WORK 5 BUS,w_working_in_5
PSID Family-Level,1994,ER3122,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,1995,ER6122,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,1996,ER8239,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,1997,ER11145,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,1999,ER14411,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,2001,ER18555,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,2003,ER21923,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,2005,ER25904,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,2007,ER36922,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,2009,ER42913,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,2011,ER48235,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,2013,ER53929,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,2015,ER60988,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,2017,ER67040,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,2019,ER73063,5 BUS UNINCORPORATED,unincorporated_5
PSID Family-Level,2003,ER21926,NET INCOME 5 BUS,net_inc_5
PSID Family-Level,2005,ER25907,NET INCOME 5 BUS,net_inc_5
PSID Family-Level,2007,ER36925,NET INCOME 5 BUS,net_inc_5
PSID Family-Level,2009,ER42916,NET INCOME 5 BUS,net_inc_5
PSID Family-Level,2011,ER48238,NET INCOME 5 BUS,net_inc_5
PSID Family-Level,2013,ER53932,NET INCOME 5 BUS,net_inc_5
PSID Family-Level,2015,ER60991,NET INCOME 5 BUS,net_inc_5
PSID Family-Level,2017,ER67043,NET INCOME 5 BUS,net_inc_5
PSID Family-Level,2019,ER73066,NET INCOME 5 BUS,net_inc_5
PSID Family-Level,1994,ER3123,be_1,be_1
PSID Family-Level,1995,ER6123,be_1,be_1
PSID Family-Level,1996,ER8240,be_1,be_1
PSID Family-Level,1997,ER11098,be_1,be_1
PSID Family-Level,1999,ER14360,be_1,be_1
PSID Family-Level,2001,ER18500,be_1,be_1
PSID Family-Level,1994,ER3124,be_2,be_2
PSID Family-Level,1995,ER6124,be_2,be_2
PSID Family-Level,1996,ER8241,be_2,be_2
PSID Family-Level,1997,ER11110,be_2,be_2
PSID Family-Level,1999,ER14373,be_2,be_2
PSID Family-Level,2001,ER18514,be_2,be_2
PSID Family-Level,1994,ER3125,be_3,be_3
PSID Family-Level,1995,ER6125,be_3,be_3
PSID Family-Level,1996,ER8242,be_3,be_3
PSID Family-Level,1997,ER11122,be_3,be_3
PSID Family-Level,1999,ER14386,be_3,be_3
PSID Family-Level,2001,ER18528,be_3,be_3
PSID Family-Level,1994,ER3126,be_4,be_4
PSID Family-Level,1995,ER6126,be_4,be_4
PSID Family-Level,1996,ER8243,be_4,be_4
PSID Family-Level,1997,ER11134,be_4,be_4
PSID Family-Level,1999,ER14399,be_4,be_4
PSID Family-Level,2001,ER18542,be_4,be_4
PSID Family-Level,1994,ER3127,be_5,be_5
PSID Family-Level,1995,ER6127,be_5,be_5
PSID Family-Level,1996,ER8244,be_5,be_5
PSID Family-Level,1997,ER11146,be_5,be_5
PSID Family-Level,1999,ER14412,be_5,be_5
PSID Family-Level,2001,ER18556,be_5,be_5
